J, Xi, Mu_f 
0.0,0.0,-0.24999999999999994,
0.02,7.257176777856214e-11,-0.24999999999999994,
0.04,1.2844760824742543e-10,-0.24999999999999994,
0.06,2.1387060812746046e-10,-0.24999999999999994,
0.08,2.582697072379731e-10,-0.24999999999999994,
0.1,3.6343662920941274e-10,-0.24999999999999994,
0.12,4.0327247905362254e-10,-0.24999999999999994,
0.14,5.377234019623129e-10,-0.24999999999999994,
0.16,5.822432249322125e-10,-0.24999999999999994,
0.18,6.26738572607305e-10,-0.24999999999999994,
0.2,8.157826911332418e-10,-0.24999999999999994,
0.22,8.79471726992288e-10,-0.24999999999999994,
0.24,9.520182847645198e-10,-0.24999999999999994,
0.26,1.0363087411206046e-09,-0.24999999999999994,
0.28,1.131552302338076e-09,-0.24999999999999994,
0.30000000000000004,1.2478491978201507e-09,-0.24999999999999994,
0.32,1.3920320473685633e-09,-0.24999999999999994,
0.34,1.567983608510507e-09,-0.24999999999999994,
0.36,1.5075154209258108e-09,-0.24999999999999994,
0.38,1.7265684510925402e-09,-0.24999999999999994,
0.4,1.9971438933467225e-09,-0.24999999999999994,
0.42000000000000004,1.9979010534374096e-09,-0.24999999999999994,
0.44,2.048956206541285e-09,-0.24999999999999994,
0.46,2.457711369928239e-09,-0.24999999999999994,
0.48,2.5683471218309855e-09,-0.24999999999999994,
0.5,2.7591538746311928e-09,-0.24999999999999994,
0.52,2.618718157140075e-09,-0.24999999999999994,
0.54,2.903591644794075e-09,-0.24999999999999994,
0.5599999999999999,3.2688459675423173e-09,-0.24999999999999994,
0.58,3.329566409184161e-09,-0.24999999999999994,
0.6,3.4705173562241814e-09,-0.24999999999999994,
0.62,3.6677086534669765e-09,-0.24999999999999994,
0.64,3.938069587852652e-09,-0.24999999999999994,
0.66,4.411047050370369e-09,-0.24999999999999994,
0.68,4.53713257185524e-09,-0.24999999999999994,
0.7,4.712422149059611e-09,-0.24999999999999994,
0.72,5.123922361619711e-09,-0.24999999999999994,
0.74,5.16601053166399e-09,-0.24999999999999994,
0.76,5.984046253018366e-09,-0.24999999999999994,
0.78,5.8517983723867204e-09,-0.24999999999999994,
0.8,6.65027922026616e-09,-0.24999999999999994,
0.8200000000000001,7.033126066765889e-09,-0.24999999999999994,
0.8400000000000001,7.255720996551001e-09,-0.24999999999999994,
0.8600000000000001,7.704772929660667e-09,-0.24999999999999994,
0.88,8.145197063277786e-09,-0.24999999999999994,
0.9,8.874421055586032e-09,-0.24999999999999994,
0.92,9.681311819280693e-09,-0.24999999999999994,
0.9400000000000001,1.0344921409504923e-08,-0.24999999999999994,
0.96,1.0455896278010022e-08,-0.24999999999999994,
0.98,1.1395385592665366e-08,-0.24999999999999994,
1.0,1.2601445873929295e-08,-0.24999999999999994,
1.02,1.3647287384420499e-08,-0.24999999999999994,
1.04,1.4449468186246175e-08,-0.24999999999999994,
1.06,1.5786507604500253e-08,-0.24999999999999994,
1.08,1.6663171542841797e-08,-0.24999999999999994,
1.1,1.869337472277091e-08,-0.24999999999999994,
1.12,1.9818514477196572e-08,-0.24999999999999994,
1.1400000000000001,2.1830883220808947e-08,-0.24999999999999994,
1.1600000000000001,2.4150803156117197e-08,-0.24999999999999994,
1.1800000000000002,2.768501507582128e-08,-0.24999999999999994,
1.2000000000000002,3.060250632806988e-08,-0.24999999999999994,
1.2200000000000002,3.488859045828357e-08,-0.24999999999999994,
1.2400000000000002,4.0323203852426024e-08,-0.24999999999999994,
1.2600000000000002,4.67201776738221e-08,-0.24999999999999994,
