J, Xi, Mu_f 
0.0,0.0,-0.002646652411203804,
0.001,1.79972743144816e-08,-0.002646652411203804,
0.002,3.708343478557386e-08,-0.002646652411203804,
0.003,6.032475018875702e-08,-0.002646652411203804,
0.004,7.614183770641544e-08,-0.002646652411203804,
0.005,9.652780736999538e-08,-0.002646652411203804,
0.006,1.258658521274424e-07,-0.002646652411203804,
0.007,1.7101222997009453e-07,-0.002646652411203804,
0.008,1.799595990904361e-07,-0.002646652411203804,
0.009000000000000001,2.391619604099771e-07,-0.002646652411203804,
0.01,2.6189869564369174e-07,-0.002646652411203804,
0.011,3.2212311161683436e-07,-0.002646652411203804,
0.012,3.5294047547323266e-07,-0.002646652411203804,
0.013000000000000001,4.0772806164271083e-07,-0.002646652411203804,
0.014,5.156267491200532e-07,-0.002646652411203804,
0.015,5.635523165347091e-07,-0.002646652411203804,
0.016,6.676228831573532e-07,-0.002646652411203804,
0.017,8.020687028681595e-07,-0.002646652411203804,
0.018000000000000002,9.059813517755237e-07,-0.002646652411203804,
0.019,1.098004743372937e-06,-0.002646652411203804,
0.02,0.21589098296781645,-0.002646652411203804,
0.021,0.3326761272915502,-0.002646652411203804,
0.022,0.4530067259165621,-0.002646652411203804,
0.023,0.5730309409091289,-0.002646652411203804,
0.024,0.6911031003019465,-0.002646652411203804,
0.025,0.8067274426133305,-0.002646652411203804,
0.026000000000000002,0.9198347490732621,-0.002646652411203804,
0.027,1.0305172243991292,-0.002646652411203804,
0.028,1.1389327622594212,-0.002646652411203804,
0.029,1.245250029137582,-0.002646652411203804,
0.03,1.349638131286552,-0.002646652411203804,
0.031,1.4522564045011694,-0.002646652411203804,
0.032,1.5532518583615629,-0.002646652411203804,
0.033,1.6527582427701548,-0.002646652411203804,
0.034,1.750896750381522,-0.002646652411203804,
0.035,1.8477766653409853,-0.002646652411203804,
0.036000000000000004,1.9434967485260208,-0.002646652411203804,
0.037,2.038146027520933,-0.002646652411203804,
0.038,2.1318048326258854,-0.002646652411203804,
0.039,2.224545976109882,-0.002646652411203804,
