J, Xi, Mu_f 
0.0,0.0,-0.002646652411203804,
0.001,1.952871058302085e-08,-0.002646652411203804,
0.002,4.1122570276773606e-08,-0.002646652411203804,
0.003,5.6342770613018235e-08,-0.002646652411203804,
0.004,8.86076782715716e-08,-0.002646652411203804,
0.005,1.1539067373724146e-07,-0.002646652411203804,
0.006,1.3097999224693924e-07,-0.002646652411203804,
0.007,1.8469576160072737e-07,-0.002646652411203804,
0.008,2.033532255581828e-07,-0.002646652411203804,
0.009000000000000001,2.4499464612582594e-07,-0.002646652411203804,
0.01,2.8458247187344157e-07,-0.002646652411203804,
0.011,3.708258570284316e-07,-0.002646652411203804,
0.012,4.343731764815657e-07,-0.002646652411203804,
0.013000000000000001,4.844918940625351e-07,-0.002646652411203804,
0.014,5.463795084798307e-07,-0.002646652411203804,
0.015,6.65424414858285e-07,-0.002646652411203804,
0.016,8.10370531247287e-07,-0.002646652411203804,
0.017,9.450978874988258e-07,-0.002646652411203804,
0.018000000000000002,1.1124614326053181e-06,-0.002646652411203804,
0.019,1.404140269473491e-06,-0.002646652411203804,
0.02,0.20177808403312195,-0.002646652411203804,
0.021,0.3236810722544106,-0.002646652411203804,
0.022,0.4464132812971466,-0.002646652411203804,
0.023,0.5680321174010643,-0.002646652411203804,
0.024,0.6872067012087606,-0.002646652411203804,
0.025,0.803629702175426,-0.002646652411203804,
0.026000000000000002,0.9173389955930099,-0.002646652411203804,
0.027,1.0284898843964823,-0.002646652411203804,
0.028,1.1372790272737825,-0.002646652411203804,
0.029,1.2439003397541355,-0.002646652411203804,
0.03,1.3485398152012689,-0.002646652411203804,
0.031,1.4513686553633676,-0.002646652411203804,
0.032,1.5525422146036751,-0.002646652411203804,
0.033,1.652200692761391,-0.002646652411203804,
0.034,1.7504699851338825,-0.002646652411203804,
0.035,1.8474630435526134,-0.002646652411203804,
0.036000000000000004,1.9432815121989344,-0.002646652411203804,
0.037,2.038016714765761,-0.002646652411203804,
0.038,2.1317508349230727,-0.002646652411203804,
0.039,2.224558201728134,-0.002646652411203804,
