J, Xi, Mu_f 
0.0,0.0,-0.002646652411203804,
0.001,1.7154940214263917e-08,-0.002646652411203804,
0.002,3.47471629531192e-08,-0.002646652411203804,
0.003,5.550768521997297e-08,-0.002646652411203804,
0.004,6.866160674444563e-08,-0.002646652411203804,
0.005,1.0196414151567659e-07,-0.002646652411203804,
0.006,1.2886166027787738e-07,-0.002646652411203804,
0.007,1.4403043912510394e-07,-0.002646652411203804,
0.008,1.7181529500267516e-07,-0.002646652411203804,
0.009000000000000001,2.2007855934852185e-07,-0.002646652411203804,
0.01,2.6503369065436517e-07,-0.002646652411203804,
0.011,3.0917871001819305e-07,-0.002646652411203804,
0.012,3.6028503430082814e-07,-0.002646652411203804,
0.013000000000000001,3.867290550091922e-07,-0.002646652411203804,
0.014,4.5209078769813606e-07,-0.002646652411203804,
0.015,5.467754708657591e-07,-0.002646652411203804,
0.016,6.253471502969951e-07,-0.002646652411203804,
0.017,7.520986601935284e-07,-0.002646652411203804,
0.018000000000000002,8.831691652263969e-07,-0.002646652411203804,
0.019,9.801456034909946e-07,-0.002646652411203804,
0.02,0.2018589661937054,-0.002646652411203804,
0.021,0.32375561998047075,-0.002646652411203804,
0.022,0.44649376255565754,-0.002646652411203804,
0.023,0.5681165373899267,-0.002646652411203804,
0.024,0.6872940171557208,-0.002646652411203804,
0.025,0.803719245917212,-0.002646652411203804,
0.026000000000000002,0.9174302760048052,-0.002646652411203804,
0.027,1.0285825116023664,-0.002646652411203804,
0.028,1.1373726797718613,-0.002646652411203804,
0.029,1.2439947402211387,-0.002646652411203804,
0.03,1.3486347267594991,-0.002646652411203804,
0.031,1.4514638731743277,-0.002646652411203804,
0.032,1.552637561057487,-0.002646652411203804,
0.033,1.6522960136648617,-0.002646652411203804,
0.034,1.7505651467635441,-0.002646652411203804,
0.035,1.8475579301861993,-0.002646652411203804,
0.036000000000000004,1.9433760238075295,-0.002646652411203804,
0.037,2.03811076518454,-0.002646652411203804,
0.038,2.13184435025049,-0.002646652411203804,
0.039,2.2246511187473854,-0.002646652411203804,
