J, Xi, Mu_f 
0.0,0.0,-0.002646652411203804,
0.001,1.8270788308493787e-08,-0.002646652411203804,
0.002,3.7847431944915515e-08,-0.002646652411203804,
0.003,6.191338034449788e-08,-0.002646652411203804,
0.004,7.863438013986817e-08,-0.002646652411203804,
0.005,1.0034857412615691e-07,-0.002646652411203804,
0.006,1.3176016912503436e-07,-0.002646652411203804,
0.007,1.5359534930134644e-07,-0.002646652411203804,
0.008,1.914355557181656e-07,-0.002646652411203804,
0.009000000000000001,2.2235260565846764e-07,-0.002646652411203804,
0.01,2.838979631190487e-07,-0.002646652411203804,
0.011,3.110621956903371e-07,-0.002646652411203804,
0.012,3.9164276332207665e-07,-0.002646652411203804,
0.013000000000000001,4.5875386919495735e-07,-0.002646652411203804,
0.014,5.319830877086681e-07,-0.002646652411203804,
0.015,5.971799729499846e-07,-0.002646652411203804,
0.016,6.685562559233454e-07,-0.002646652411203804,
0.017,8.359360316757593e-07,-0.002646652411203804,
0.018000000000000002,9.88717176841031e-07,-0.002646652411203804,
0.019,1.1178492761447085e-06,-0.002646652411203804,
0.02,0.21595875443427473,-0.002646652411203804,
0.021,0.3327490233720315,-0.002646652411203804,
0.022,0.4530860753684899,-0.002646652411203804,
0.023,0.5731145816821696,-0.002646652411203804,
0.024,0.6911898614989471,-0.002646652411203804,
0.025,0.806816577759807,-0.002646652411203804,
0.026000000000000002,0.9199257192201896,-0.002646652411203804,
0.027,1.0306096098200905,-0.002646652411203804,
0.028,1.1390262212472781,-0.002646652411203804,
0.029,1.2453442711102076,-0.002646652411203804,
0.03,1.349732910030671,-0.002646652411203804,
0.031,1.4523515085690728,-0.002646652411203804,
0.032,1.553347105282288,-0.002646652411203804,
0.033,1.6528534748830965,-0.002646652411203804,
0.034,1.7509918313883288,-0.002646652411203804,
0.035,1.847871477612798,-0.002646652411203804,
0.036000000000000004,1.9435911906204937,-0.002646652411203804,
0.037,2.03824001222398,-0.002646652411203804,
0.038,2.1318982852546426,-0.002646652411203804,
0.039,2.2246388328701956,-0.002646652411203804,
